Symbol,Company,Sector,Exchange,BasicPreAIScore,TechnicalPreAIScore,TodayFocusScore,FocusStructureScore,FinalPreAIScore,DollarVolume20,PassedFocusGate,GateFailureReasons,Actionability,TriggerLevel,InvalidationLevel,DoNotChaseAbove,PreferredEntryStyle,TodayFocusWarnings,TodayFocusDisqualifiers,PctAboveEMA8,PctAboveEMA21,NearestSupportDistancePct,NearestResistanceDistancePct,NearestDemandDistancePct,NearestSupplyDistancePct,IgnitionAgeBars,PctFromIgnitionClose,HasNearbyTrigger,HasNearbyRetestArea,HasReasonableInvalidation,IsExtended,IsSeverelyExtended,StructureType,ImpulsePresent,ControlledDigestion,CompressionPresent,VolumeDryup,HoldingEMAStructure,TriggerNearby,InvalidationNearby,ExtensionRisk,StructureVerdict,StructureReasons,StructureWarnings,StructureDisqualifiers,ClassificationReason,ScoreBeforeCaps,ScoreAfterCaps,ScoreCapReasons,PullbackDepthPct,RangeContractionPct,LowerHighs,HigherLows,CompressionQuality,DigestionQuality,EMAQuality,TriggerDistancePct,InvalidationDistancePct,VolumeDryupPct,StructurePctAboveEMA8,StructurePctAboveEMA21
QCOM,Qualcomm,Information Technology,,43.0,90.0,68.0,35.0,60.3,6966941141.06369,False,today_focus_score_below_70: 68; focus_structure_score_below_65: 35; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 35; structure_disqualifier: Structure type is extended_no_base.,pullback_only,247.89999389648438,191.02000427246094,240.83999633789062,pullback,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; Demand exists but is not near enough for tight same-day risk.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,2.9758776160002887,12.46470505481463,20.68592958934191,2.931405773935003,25.058126458388376,,,,True,True,False,True,True,extended_no_base,True,True,False,True,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; Volume has dried up during consolidation.; A nearby trigger level exists.,No clear compression/base detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",35,35,,7.922279264227816,-15.723623123254725,True,False,none,acceptable,weak,2.931405773935003,11.083214995086156,19.519363407170275,2.9758776160002887,12.46470505481463
UAL,United Airlines Holdings,Industrials,,42.0,65.0,55.0,60.0,59.5,642305695.3987122,False,actionability_not_allowed: needs_more_time; today_focus_score_below_70: 55; focus_structure_score_below_65: 60,needs_more_time,,103.44999694824219,,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; No nearby breakout trigger was identified within 5% of current price.",,0.571419875529311,6.203456148703856,14.353981612191602,,1.975741161467004,,,,False,True,True,False,False,high_tight_flag,True,True,False,False,True,False,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",60,60,,8.399190787797028,-27.594843270780256,False,True,none,acceptable,strong,8.399190787797028,4.934757178498172,-5.431990775714679,0.571419875529311,6.203456148703856
VLO,Valero Energy,Energy,,40.0,60.0,58.0,60.0,59.3,788914599.6313477,False,today_focus_score_below_70: 58; focus_structure_score_below_65: 60,breakout_only,258.42999267578125,247.14083288429256,,breakout,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.",,3.50370435359193,4.499125762248379,8.73925751985427,0.06581851766771507,,,,,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",60,60,,2.1257608715175236,3.3007502769246466,False,True,loose,acceptable,strong,0.06581851766771507,4.305419523302612,-0.9592437545918875,3.50370435359193,4.499125762248379
MMM,3M,Industrials,,40.0,90.0,82.0,15.0,57.2,605655988.3232117,False,focus_structure_score_below_65: 15,breakout_only,156.69000244140625,143.58999633789062,,breakout,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.",,0.5310603729353769,1.9055019643670512,6.0889456705255025,2.478749964821958,3.616742315268351,,,,True,True,True,False,False,breakout_retest,False,False,False,True,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Volume has dried up during consolidation.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear recent bullish impulse detected.; No controlled digestion after impulse was detected.; No clear compression/base detected.,,Price is holding EMA structure near a clear invalidation/retest area; classified as breakout_retest.,15,15,,,7.881729592086584,True,False,loose,none,strong,2.478749964821958,1.869871525713429,15.505705334888297,0.5310603729353769,1.9055019643670512
ORCL,Oracle Corporation,Information Technology,,43.0,100.0,68.0,20.0,56.8,5410832374.40834,False,today_focus_score_below_70: 68; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 20; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,180.8699951171875,244.5800018310547,pullback,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,11.940874503303856,22.191411035977083,26.04873915974345,,7.47812920434755,,1.0,-1.4386428181492938,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",20,20,,2.318259108061471,-79.06512340156966,False,True,none,acceptable,weak,2.318259108061471,14.95216577415832,12.27722088522315,11.940874503303856,22.191411035977083
CSCO,Cisco,Information Technology,,43.0,90.0,67.0,20.0,53.95,3759224960.0,False,today_focus_score_below_70: 67; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 20; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,113.56999969482422,128.0,pullback,"Bullish ignition candle is older than 10 trading days.; Current price is extended more than 10% above the ignition close.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,6.241396871436855,14.487142439598145,11.273437738418579,,6.749999523162842,,14.0,25.65033527918963,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is tight.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",20,20,,0.1718759536743164,13.830014682695435,False,True,loose,tight,weak,0.1718759536743164,10.960936546325684,-7.164869979293642,6.241396871436855,14.487142439598145
AAPL,Apple Inc.,Information Technology,,50.0,55.0,43.0,60.0,52.8,14939998322.594604,False,actionability_not_allowed: avoid; today_focus_score_below_70: 43; focus_structure_score_below_65: 60,avoid,,299.5601175959948,,no_trade,"No bullish ignition candle was detected.; Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; No nearby breakout trigger was identified within 5% of current price.",,1.9943102514595745,5.220953555683061,15.90418875043883,,,,,,False,True,True,False,False,high_tight_flag,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is tight.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as high_tight_flag despite imperfect compression.",60,60,,0.07931471774049736,-14.307591860974188,False,False,none,tight,strong,0.07931471774049736,4.961895306261521,1.220461900373182,1.9943102514595745,5.220953555683061
NOW,ServiceNow,Information Technology,,43.0,100.0,68.0,10.0,52.8,4345580066.445389,False,today_focus_score_below_70: 68; focus_structure_score_below_65: 10; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 10; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,98.33999633789062,127.6500015258789,pullback,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,9.625720190509067,20.641671405085926,22.961225881416205,,13.701525777282287,,2.0,2.637290911684098,False,False,False,True,True,extended_no_base,True,True,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",10,10,,9.048174919153219,-93.20892720102105,False,True,none,acceptable,weak,9.048174919153219,17.109901715283872,-35.463373527818455,9.625720190509067,20.641671405085926
LUV,Southwest Airlines,Industrials,,45.0,40.0,42.0,70.0,52.7,268637351.0681343,False,actionability_not_allowed: avoid; today_focus_score_below_70: 42,avoid,42.38999938964844,41.02515420952236,,no_trade,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.",,0.5180209266719915,3.204975016913747,9.777986241682601,0.11808983675096751,,,,,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,Structure is constructive but still needs confirmation.,Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",70,70,,4.959845220956471,2.5983389681209723,True,True,loose,acceptable,strong,0.11808983675096751,3.1054462407345107,5.043277684186965,0.5180209266719915,3.204975016913747
OXY,Occidental Petroleum,Energy,,45.0,40.0,52.0,60.0,52.2,728734517.6818085,False,today_focus_score_below_70: 52; focus_structure_score_below_65: 60,breakout_only,59.150001525878906,56.25,,breakout,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.",,1.6153898904818664,1.9652043261902508,4.806228033938343,0.10154234749717439,,,,,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume is only slightly quieter during the recent structure.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",60,60,,3.6385200885546976,-9.337827206933191,True,True,none,acceptable,strong,0.10154234749717439,1.9273283853808554,4.712732534392905,1.6153898904818664,1.9652043261902508
HPQ,HP Inc.,Information Technology,,43.0,110.0,68.0,0.0,51.3,678184767.9018021,False,today_focus_score_below_70: 68; focus_structure_score_below_65: 0; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 0; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,20.440000534057617,27.290000915527344,pullback,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Price is 5-8% above EMA8; avoid chasing without a pullback.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,5.364693748295557,15.588659494132395,25.100770068396162,,7.328691582645019,,7.0,8.1220331339106,False,False,False,True,True,extended_no_base,True,True,False,False,True,False,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",0,0,,8.647851314875354,-116.86522494909508,False,True,none,acceptable,weak,8.647851314875354,11.432761944167591,-101.87355011450059,5.364693748295557,15.588659494132395
AVGO,Broadcom,Information Technology,,43.0,80.0,62.0,20.0,49.7,10415097545.003662,False,today_focus_score_below_70: 62; focus_structure_score_below_65: 20; rejected_structure_type: extended_no_base; pullback_only_structure_below_70: 20; structure_disqualifier: Structure type is extended_no_base.,pullback_only,,406.29998779296875,481.57000732421875,pullback,"Support exists but is farther away, making same-day risk wider.; No clear overhead resistance/trigger level identified.; Demand exists but is not near enough for tight same-day risk.; Price is 8-15% above EMA8 and is extended for same-day entry.; Price is severely extended from EMA21, so pullback risk is elevated.; No nearby breakout trigger was identified within 5% of current price.; No nearby pullback or retest area was identified.; No nearby invalidation level; same-day risk is too wide.; Severely extended from EMA8/EMA21; not a ready_today setup.",,8.292269646074658,12.607570398065281,15.630130279391373,,10.77517574999275,,2.0,7.789247077086436,False,False,False,True,True,extended_no_base,True,True,False,False,True,True,False,high,"Strong move is present, but digestion/compression is insufficient; avoid chasing.",Recent bullish impulse is present.; Impulse quality is strong.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; A nearby trigger level exists.,No clear compression/base detected.; Volume dry-up was not detected.; EMA structure is weak.; Extension risk is high.; Invalidation is too far for clean same-day risk.,Structure type is extended_no_base.,"Bullish impulse is present, but high extension and no compression make it extended_no_base.",20,20,,1.5054924288752325,-30.734422674974017,False,True,none,acceptable,weak,1.5054924288752325,11.196023813938794,-22.141917762976536,8.292269646074658,12.607570398065281
ADI,Analog Devices,Information Technology,,40.0,50.0,54.0,45.0,49.4,2038552342.8012085,False,today_focus_score_below_70: 54; focus_structure_score_below_65: 45,breakout_only,433.5,407.08494914885597,,breakout,"No bullish ignition candle was detected.; OBV is falling, weakening same-day confidence.; Support exists but is farther away, making same-day risk wider.",,2.443506929862571,3.958648702652634,9.629016735487461,2.433834474449381,5.309546449093839,,,,True,True,True,False,False,trendline_compression,True,True,False,False,True,True,True,low,No clean Sean-style focus-list structure is present yet.,Recent bullish impulse is present.; Controlled digestion after impulse is present.; Digestion quality is acceptable.; EMA structure is strong.; A nearby trigger level exists.; A nearby invalidation level exists.,No clear compression/base detected.; Volume dry-up was not detected.; Red-candle volume is expanding during the pullback.,,"Impulse, controlled digestion, EMA hold, and nearby risk/trigger path classified as trendline_compression despite imperfect compression.",45,45,,2.958409416951313,-2.971981258509504,True,True,none,acceptable,strong,2.433834474449381,3.8079070400148574,-67.36505285793126,2.443506929862571,3.958648702652634
